,Name,Position,Height,Weight,Academic,High School,Year,Sport,College,Hometown,State,College (in univeristy)
7773,Emily McKenna,Multis,,,Fr., Germantown Academy,2011,womens-track-and-field,Columbia,Fort Washington,pennsylvania,CC
7774,Jada Mia Puryear,Throws,,,So., Union Catholic Regional,2011,womens-track-and-field,Columbia,Scotch Plains,new jersey,CC
7775,McKinlee Morris,Throws,,,Sr., Crossroads College Prep,2011,womens-track-and-field,Columbia,St. Louis,missouri,BC
7776,Wonders Oguejiofor,Middle Distance,,,Sr., Cypress Springs,2011,womens-track-and-field,Columbia,Cypress,texas,CC
7777,Amara Onyeukwu,Sprints,,,Jr., George Walton,2011,womens-track-and-field,Columbia,Austell,georgia,CC
7778,Farah Osman,Distance,,,So., Brooklyn Technical,2011,womens-track-and-field,Columbia,Brooklyn,new york,SEAS
7779,Athena Peleties,Jumps,,,Fr., The English School,2011,womens-track-and-field,Columbia,Nicosia,Cyprus,CC
7780,Kennedi Poullard,Sprints/Hurdles,,,So., Kinkaid,2011,womens-track-and-field,Columbia,Houston,texas,CC
7781,Katherine Price,Distance,,,Fr., Godolphin and Latymer,2011,womens-track-and-field,Columbia,London,United Kingdom,CC
7782,Daniela Quintero,Middle Distance,,,So., Harvard-Westlake,2011,womens-track-and-field,Columbia,Studio City,california,CC
7783,Caroline Schleif,Middle Distance,,,So., Metuchen,2011,womens-track-and-field,Columbia,Metuchen,new jersey,SEAS
7784,Isabel Schmidt,Distance,,,Sr., Garfield,2011,womens-track-and-field,Columbia,Seattle,washington,CC
7785,Olivia Schmitt,Middle Distance,,,Sr., Lakes Community,2011,womens-track-and-field,Columbia,Lindenhurst,illinois,SEAS
7786,Caroline Schoen,Distance,,,Fr., Homewood-Flossmoor,2011,womens-track-and-field,Columbia,Flossmoor,illinois,CC
7787,Victoria Schrubb,Jumps,,,Fr., Saint Andrews,2011,womens-track-and-field,Columbia,Wellington,florida,CC
7788,Patrice Smith,Multievents,,,Sr., Mount Lebanon,2011,womens-track-and-field,Columbia,Pittsburgh,pennsylvania,CC
7789,Jessica Thompson,Pole Vault,,,Fr., Harvard-Westlake,2011,womens-track-and-field,Columbia,Los Angeles,california,CC
7790,Naomi Toft,Middle Distance,,,So., Latymer Upper School,2011,womens-track-and-field,Columbia,London,England,SEAS
7791,Elia Ton-That,Distance,,,So., Northside College Prep,2011,womens-track-and-field,Columbia,Chicago,illinois,SEAS
7792,Nikki Vanasse,Distance,,,Sr., The Pingry School,2011,womens-track-and-field,Columbia,Martinsville,new jersey,CC
7793,Fredericka Walker,Sprints,,,Jr., Westfield,2011,womens-track-and-field,Columbia,Herndon,virginia,CC
7794,Kaitlynn Wolfe,Distance,,,Sr., Blacksburg,2011,womens-track-and-field,Columbia,Blacksburg,virginia,CC
7795,Kimmi Woods,Sprints,,,Sr., Tatnall,2011,womens-track-and-field,Columbia,Wilmington,delaware,SEAS
7796,Myla Abernathy,Middle Distance,,,So., Catonsville,2012,womens-track-and-field,Columbia,Catonsville,maryland,BC
7797,Phoebe Anderson,Distance,,,Jr., Wycombe Abbey School,2012,womens-track-and-field,Columbia,London,England,CC
7798,Kaylee Bennett,Sprints,,,Fr., Phillips Exeter Academy,2012,womens-track-and-field,Columbia,Laurel,maryland,CC
7799,Maggie Bennett,Distance,,,Fr., Jesuit,2012,womens-track-and-field,Columbia,Portland,oregon,CC
7800,Anabelle Biggs,Jumps,,,Fr., Phillips Academy,2012,womens-track-and-field,Columbia,Vineyard Haven,massachusetts,CC
7801,Camylin Blake,Sprints/Hurdles,,,So., Wellington C. Mepham,2012,womens-track-and-field,Columbia,Bellmore,new york,CC
7802,Lilly Bradley,Distance,,,Jr., Thayer Academy,2012,womens-track-and-field,Columbia,Boston,massachusetts,CC
7803,Zariyah Braxton,Jumps,,,So., Bay Shore Senior,2012,womens-track-and-field,Columbia,Bay Shore,new york,CC
7804,Seraiah Bruno,Jumps,,,So., Conroe Grand Oaks,2012,womens-track-and-field,Columbia,Spring,texas,CC
7805,Grace Carr,Middle Distance,,,Fr., Cumberland,2012,womens-track-and-field,Columbia,Cumberland,rhode island,CC
7806,Rory Clare,Middle Distance,,,So., Wellesley,2012,womens-track-and-field,Columbia,Wellesley,massachusetts,SEAS
7807,Camille Clay,Throws,,,Jr., Lincolnshire,2012,womens-track-and-field,Columbia,Lincolnshire,illinois,BC
7808,Nanette Collins,Throws,,,Sr., Bella Vista College Preparatory,2012,womens-track-and-field,Columbia,Cave Creek,arizona,CC
7809,Tess Darnell,Hurdles,,,Jr., Red Bank Catholic,2012,womens-track-and-field,Columbia,Keyport,new jersey,CC
7810,Emily Donovan,Throws,,,So., Simi Valley,2012,womens-track-and-field,Columbia,West Hills,california,GS
7811,Story Downing,Middle Distance,,,Jr., Lincoln College Prep,2012,womens-track-and-field,Columbia,Kansas City,missouri,BC
7812,Andrea Dubbels,Middle Distance,,,Sr., Clifton,2012,womens-track-and-field,Columbia,Clifton,new jersey,CC
7813,Sevilla Duran,Sprints/Hurdles,,,Sr., Sandia Preparatory,2012,womens-track-and-field,Columbia,Albuquerque,new mexico,CC
7814,Isabella Ford,Distance,,,Fr., Punahou,2012,womens-track-and-field,Columbia,Kailua,hawaii,CC
7815,Sydney Goldson,Sprints,,,Jr., Holmdell,2012,womens-track-and-field,Columbia,Holmdell,new jersey,CC
7816,Mary Caroline Heinen,Distance,,,Sr., Maggie Walker,2012,womens-track-and-field,Columbia,Richmond,virginia,SEAS
7817,Lucy Henkel,Middle Distance,,,So., Radnor,2012,womens-track-and-field,Columbia,Wayne,pennsylvania,CC
7818,Caroline Jankowich,Middle Distance,,,Fr., Classical,2012,womens-track-and-field,Columbia,Providence,rhode island,CC
7819,Susan Jimenez,Distance,,,So., Brooklyn Technical,2012,womens-track-and-field,Columbia,Brooklyn,new york,CC
7820,Zuriel Jimenez,Throws,,,Fr., St. George's School,2012,womens-track-and-field,Columbia,Albrightsville,pennsylvania,CC
7821,Leanna Johnston,Distance,,,Fr., Immaculate Heart Academy,2012,womens-track-and-field,Columbia,Glen Rock,new jersey,CC
7822,Norina Khanzada,Jumps,,,Fr., Tenafly,2012,womens-track-and-field,Columbia,Cliffside Park,new jersey,BC
7823,Kate Kuwahara,Distance,,,Jr., West,2012,womens-track-and-field,Columbia,Salt Lake City,utah,BC
7824,Michelle Lee,Jumps,,,So., Northern Valley Regional,2012,womens-track-and-field,Columbia,Demarest,new jersey,CC
7825,Sydney Loder,Sprints/Jumps,,,Fr., Glenvar,2012,womens-track-and-field,Columbia,Salem,virginia,CC
7826,Kali Long,Sprints,,,Jr., Noble and Greenough,2012,womens-track-and-field,Columbia,Cambridge,massachusetts,BC
7827,Lailah Malone,Throws,,,Sr., Campbell,2012,womens-track-and-field,Columbia,Marietta,georgia,CC
7828,Aminah Martin,Sprints/Hurdles,,,So., St. John's College,2012,womens-track-and-field,Columbia,Washington,district of columbia,BC
7829,Jordan Mathis,Distance,,,Sr., Vandegrift,2012,womens-track-and-field,Columbia,Austin,texas,CC
7830,Eden Maxwell,,,,Fr.,,2012,womens-track-and-field,Columbia,,,
7831,Brigid McCabe,Distance,,,Jr.," Notre Dame (New York, N.Y.)",2012,womens-track-and-field,Columbia,Bayonne,new jersey,CC
7832,Mia McIlwain,,,,Fr.,,2012,womens-track-and-field,Columbia,,,
7833,Emily McKenna,Multis,,,Fr., Germantown Academy,2012,womens-track-and-field,Columbia,Fort Washington,pennsylvania,CC
7834,Jada Mia Puryear,Throws,,,So., Union Catholic Regional,2012,womens-track-and-field,Columbia,Scotch Plains,new jersey,CC
7835,McKinlee Morris,Throws,,,Sr., Crossroads College Prep,2012,womens-track-and-field,Columbia,St. Louis,missouri,BC
7836,Wonders Oguejiofor,Middle Distance,,,Sr., Cypress Springs,2012,womens-track-and-field,Columbia,Cypress,texas,CC
7837,Amara Onyeukwu,Sprints,,,Jr., George Walton,2012,womens-track-and-field,Columbia,Austell,georgia,CC
7838,Farah Osman,Distance,,,So., Brooklyn Technical,2012,womens-track-and-field,Columbia,Brooklyn,new york,SEAS
7839,Athena Peleties,Jumps,,,Fr., The English School,2012,womens-track-and-field,Columbia,Nicosia,Cyprus,CC
7840,Kennedi Poullard,Sprints/Hurdles,,,So., Kinkaid,2012,womens-track-and-field,Columbia,Houston,texas,CC
7841,Katherine Price,Distance,,,Fr., Godolphin and Latymer,2012,womens-track-and-field,Columbia,London,United Kingdom,CC
7842,Daniela Quintero,Middle Distance,,,So., Harvard-Westlake,2012,womens-track-and-field,Columbia,Studio City,california,CC
7843,Caroline Schleif,Middle Distance,,,So., Metuchen,2012,womens-track-and-field,Columbia,Metuchen,new jersey,SEAS
7844,Isabel Schmidt,Distance,,,Sr., Garfield,2012,womens-track-and-field,Columbia,Seattle,washington,CC
7845,Olivia Schmitt,Middle Distance,,,Sr., Lakes Community,2012,womens-track-and-field,Columbia,Lindenhurst,illinois,SEAS
7846,Caroline Schoen,Distance,,,Fr., Homewood-Flossmoor,2012,womens-track-and-field,Columbia,Flossmoor,illinois,CC
7847,Victoria Schrubb,Jumps,,,Fr., Saint Andrews,2012,womens-track-and-field,Columbia,Wellington,florida,CC
7848,Patrice Smith,Multievents,,,Sr., Mount Lebanon,2012,womens-track-and-field,Columbia,Pittsburgh,pennsylvania,CC
7849,Jessica Thompson,Pole Vault,,,Fr., Harvard-Westlake,2012,womens-track-and-field,Columbia,Los Angeles,california,CC
7850,Naomi Toft,Middle Distance,,,So., Latymer Upper School,2012,womens-track-and-field,Columbia,London,England,SEAS
7851,Elia Ton-That,Distance,,,So., Northside College Prep,2012,womens-track-and-field,Columbia,Chicago,illinois,SEAS
7852,Nikki Vanasse,Distance,,,Sr., The Pingry School,2012,womens-track-and-field,Columbia,Martinsville,new jersey,CC
7853,Fredericka Walker,Sprints,,,Jr., Westfield,2012,womens-track-and-field,Columbia,Herndon,virginia,CC
7854,Kaitlynn Wolfe,Distance,,,Sr., Blacksburg,2012,womens-track-and-field,Columbia,Blacksburg,virginia,CC
7855,Kimmi Woods,Sprints,,,Sr., Tatnall,2012,womens-track-and-field,Columbia,Wilmington,delaware,SEAS
7856,Myla Abernathy,Middle Distance,,,So., Catonsville,2013,womens-track-and-field,Columbia,Catonsville,maryland,BC
7857,Phoebe Anderson,Distance,,,Jr., Wycombe Abbey School,2013,womens-track-and-field,Columbia,London,England,CC
7858,Kaylee Bennett,Sprints,,,Fr., Phillips Exeter Academy,2013,womens-track-and-field,Columbia,Laurel,maryland,CC
7859,Maggie Bennett,Distance,,,Fr., Jesuit,2013,womens-track-and-field,Columbia,Portland,oregon,CC
7860,Anabelle Biggs,Jumps,,,Fr., Phillips Academy,2013,womens-track-and-field,Columbia,Vineyard Haven,massachusetts,CC
7861,Camylin Blake,Sprints/Hurdles,,,So., Wellington C. Mepham,2013,womens-track-and-field,Columbia,Bellmore,new york,CC
7862,Lilly Bradley,Distance,,,Jr., Thayer Academy,2013,womens-track-and-field,Columbia,Boston,massachusetts,CC
7863,Zariyah Braxton,Jumps,,,So., Bay Shore Senior,2013,womens-track-and-field,Columbia,Bay Shore,new york,CC
7864,Seraiah Bruno,Jumps,,,So., Conroe Grand Oaks,2013,womens-track-and-field,Columbia,Spring,texas,CC
7865,Grace Carr,Middle Distance,,,Fr., Cumberland,2013,womens-track-and-field,Columbia,Cumberland,rhode island,CC
7866,Rory Clare,Middle Distance,,,So., Wellesley,2013,womens-track-and-field,Columbia,Wellesley,massachusetts,SEAS
7867,Camille Clay,Throws,,,Jr., Lincolnshire,2013,womens-track-and-field,Columbia,Lincolnshire,illinois,BC
7868,Nanette Collins,Throws,,,Sr., Bella Vista College Preparatory,2013,womens-track-and-field,Columbia,Cave Creek,arizona,CC
7869,Tess Darnell,Hurdles,,,Jr., Red Bank Catholic,2013,womens-track-and-field,Columbia,Keyport,new jersey,CC
7870,Emily Donovan,Throws,,,So., Simi Valley,2013,womens-track-and-field,Columbia,West Hills,california,GS
7871,Story Downing,Middle Distance,,,Jr., Lincoln College Prep,2013,womens-track-and-field,Columbia,Kansas City,missouri,BC
7872,Andrea Dubbels,Middle Distance,,,Sr., Clifton,2013,womens-track-and-field,Columbia,Clifton,new jersey,CC
7873,Sevilla Duran,Sprints/Hurdles,,,Sr., Sandia Preparatory,2013,womens-track-and-field,Columbia,Albuquerque,new mexico,CC
7874,Isabella Ford,Distance,,,Fr., Punahou,2013,womens-track-and-field,Columbia,Kailua,hawaii,CC
7875,Sydney Goldson,Sprints,,,Jr., Holmdell,2013,womens-track-and-field,Columbia,Holmdell,new jersey,CC
7876,Mary Caroline Heinen,Distance,,,Sr., Maggie Walker,2013,womens-track-and-field,Columbia,Richmond,virginia,SEAS
7877,Lucy Henkel,Middle Distance,,,So., Radnor,2013,womens-track-and-field,Columbia,Wayne,pennsylvania,CC
7878,Caroline Jankowich,Middle Distance,,,Fr., Classical,2013,womens-track-and-field,Columbia,Providence,rhode island,CC
7879,Susan Jimenez,Distance,,,So., Brooklyn Technical,2013,womens-track-and-field,Columbia,Brooklyn,new york,CC
7880,Zuriel Jimenez,Throws,,,Fr., St. George's School,2013,womens-track-and-field,Columbia,Albrightsville,pennsylvania,CC
7881,Leanna Johnston,Distance,,,Fr., Immaculate Heart Academy,2013,womens-track-and-field,Columbia,Glen Rock,new jersey,CC
7882,Norina Khanzada,Jumps,,,Fr., Tenafly,2013,womens-track-and-field,Columbia,Cliffside Park,new jersey,BC
7883,Kate Kuwahara,Distance,,,Jr., West,2013,womens-track-and-field,Columbia,Salt Lake City,utah,BC
7884,Michelle Lee,Jumps,,,So., Northern Valley Regional,2013,womens-track-and-field,Columbia,Demarest,new jersey,CC
7885,Sydney Loder,Sprints/Jumps,,,Fr., Glenvar,2013,womens-track-and-field,Columbia,Salem,virginia,CC
7886,Kali Long,Sprints,,,Jr., Noble and Greenough,2013,womens-track-and-field,Columbia,Cambridge,massachusetts,BC
7887,Lailah Malone,Throws,,,Sr., Campbell,2013,womens-track-and-field,Columbia,Marietta,georgia,CC
7888,Aminah Martin,Sprints/Hurdles,,,So., St. John's College,2013,womens-track-and-field,Columbia,Washington,district of columbia,BC
7889,Jordan Mathis,Distance,,,Sr., Vandegrift,2013,womens-track-and-field,Columbia,Austin,texas,CC
7890,Eden Maxwell,,,,Fr.,,2013,womens-track-and-field,Columbia,,,
7891,Brigid McCabe,Distance,,,Jr.," Notre Dame (New York, N.Y.)",2013,womens-track-and-field,Columbia,Bayonne,new jersey,CC
7892,Mia McIlwain,,,,Fr.,,2013,womens-track-and-field,Columbia,,,
7893,Emily McKenna,Multis,,,Fr., Germantown Academy,2013,womens-track-and-field,Columbia,Fort Washington,pennsylvania,CC
7894,Jada Mia Puryear,Throws,,,So., Union Catholic Regional,2013,womens-track-and-field,Columbia,Scotch Plains,new jersey,CC
7895,McKinlee Morris,Throws,,,Sr., Crossroads College Prep,2013,womens-track-and-field,Columbia,St. Louis,missouri,BC
7896,Wonders Oguejiofor,Middle Distance,,,Sr., Cypress Springs,2013,womens-track-and-field,Columbia,Cypress,texas,CC
7897,Amara Onyeukwu,Sprints,,,Jr., George Walton,2013,womens-track-and-field,Columbia,Austell,georgia,CC
7898,Farah Osman,Distance,,,So., Brooklyn Technical,2013,womens-track-and-field,Columbia,Brooklyn,new york,SEAS
7899,Athena Peleties,Jumps,,,Fr., The English School,2013,womens-track-and-field,Columbia,Nicosia,Cyprus,CC
7900,Kennedi Poullard,Sprints/Hurdles,,,So., Kinkaid,2013,womens-track-and-field,Columbia,Houston,texas,CC
7901,Katherine Price,Distance,,,Fr., Godolphin and Latymer,2013,womens-track-and-field,Columbia,London,United Kingdom,CC
7902,Daniela Quintero,Middle Distance,,,So., Harvard-Westlake,2013,womens-track-and-field,Columbia,Studio City,california,CC
7903,Caroline Schleif,Middle Distance,,,So., Metuchen,2013,womens-track-and-field,Columbia,Metuchen,new jersey,SEAS
7904,Isabel Schmidt,Distance,,,Sr., Garfield,2013,womens-track-and-field,Columbia,Seattle,washington,CC
7905,Olivia Schmitt,Middle Distance,,,Sr., Lakes Community,2013,womens-track-and-field,Columbia,Lindenhurst,illinois,SEAS
7906,Caroline Schoen,Distance,,,Fr., Homewood-Flossmoor,2013,womens-track-and-field,Columbia,Flossmoor,illinois,CC
7907,Victoria Schrubb,Jumps,,,Fr., Saint Andrews,2013,womens-track-and-field,Columbia,Wellington,florida,CC
7908,Patrice Smith,Multievents,,,Sr., Mount Lebanon,2013,womens-track-and-field,Columbia,Pittsburgh,pennsylvania,CC
7909,Jessica Thompson,Pole Vault,,,Fr., Harvard-Westlake,2013,womens-track-and-field,Columbia,Los Angeles,california,CC
7910,Naomi Toft,Middle Distance,,,So., Latymer Upper School,2013,womens-track-and-field,Columbia,London,England,SEAS
7911,Elia Ton-That,Distance,,,So., Northside College Prep,2013,womens-track-and-field,Columbia,Chicago,illinois,SEAS
7912,Nikki Vanasse,Distance,,,Sr., The Pingry School,2013,womens-track-and-field,Columbia,Martinsville,new jersey,CC
7913,Fredericka Walker,Sprints,,,Jr., Westfield,2013,womens-track-and-field,Columbia,Herndon,virginia,CC
7914,Kaitlynn Wolfe,Distance,,,Sr., Blacksburg,2013,womens-track-and-field,Columbia,Blacksburg,virginia,CC
7915,Kimmi Woods,Sprints,,,Sr., Tatnall,2013,womens-track-and-field,Columbia,Wilmington,delaware,SEAS
7916,Myla Abernathy,Middle Distance,,,So., Catonsville,2014,womens-track-and-field,Columbia,Catonsville,maryland,BC
7917,Phoebe Anderson,Distance,,,Jr., Wycombe Abbey School,2014,womens-track-and-field,Columbia,London,England,CC
7918,Kaylee Bennett,Sprints,,,Fr., Phillips Exeter Academy,2014,womens-track-and-field,Columbia,Laurel,maryland,CC
7919,Maggie Bennett,Distance,,,Fr., Jesuit,2014,womens-track-and-field,Columbia,Portland,oregon,CC
7920,Anabelle Biggs,Jumps,,,Fr., Phillips Academy,2014,womens-track-and-field,Columbia,Vineyard Haven,massachusetts,CC
7921,Camylin Blake,Sprints/Hurdles,,,So., Wellington C. Mepham,2014,womens-track-and-field,Columbia,Bellmore,new york,CC
7922,Lilly Bradley,Distance,,,Jr., Thayer Academy,2014,womens-track-and-field,Columbia,Boston,massachusetts,CC
7923,Zariyah Braxton,Jumps,,,So., Bay Shore Senior,2014,womens-track-and-field,Columbia,Bay Shore,new york,CC
7924,Seraiah Bruno,Jumps,,,So., Conroe Grand Oaks,2014,womens-track-and-field,Columbia,Spring,texas,CC
7925,Grace Carr,Middle Distance,,,Fr., Cumberland,2014,womens-track-and-field,Columbia,Cumberland,rhode island,CC
7926,Rory Clare,Middle Distance,,,So., Wellesley,2014,womens-track-and-field,Columbia,Wellesley,massachusetts,SEAS
7927,Camille Clay,Throws,,,Jr., Lincolnshire,2014,womens-track-and-field,Columbia,Lincolnshire,illinois,BC
7928,Nanette Collins,Throws,,,Sr., Bella Vista College Preparatory,2014,womens-track-and-field,Columbia,Cave Creek,arizona,CC
7929,Tess Darnell,Hurdles,,,Jr., Red Bank Catholic,2014,womens-track-and-field,Columbia,Keyport,new jersey,CC
7930,Emily Donovan,Throws,,,So., Simi Valley,2014,womens-track-and-field,Columbia,West Hills,california,GS
7931,Story Downing,Middle Distance,,,Jr., Lincoln College Prep,2014,womens-track-and-field,Columbia,Kansas City,missouri,BC
7932,Andrea Dubbels,Middle Distance,,,Sr., Clifton,2014,womens-track-and-field,Columbia,Clifton,new jersey,CC
7933,Sevilla Duran,Sprints/Hurdles,,,Sr., Sandia Preparatory,2014,womens-track-and-field,Columbia,Albuquerque,new mexico,CC
7934,Isabella Ford,Distance,,,Fr., Punahou,2014,womens-track-and-field,Columbia,Kailua,hawaii,CC
7935,Sydney Goldson,Sprints,,,Jr., Holmdell,2014,womens-track-and-field,Columbia,Holmdell,new jersey,CC
7936,Mary Caroline Heinen,Distance,,,Sr., Maggie Walker,2014,womens-track-and-field,Columbia,Richmond,virginia,SEAS
7937,Lucy Henkel,Middle Distance,,,So., Radnor,2014,womens-track-and-field,Columbia,Wayne,pennsylvania,CC
7938,Caroline Jankowich,Middle Distance,,,Fr., Classical,2014,womens-track-and-field,Columbia,Providence,rhode island,CC
7939,Susan Jimenez,Distance,,,So., Brooklyn Technical,2014,womens-track-and-field,Columbia,Brooklyn,new york,CC
7940,Zuriel Jimenez,Throws,,,Fr., St. George's School,2014,womens-track-and-field,Columbia,Albrightsville,pennsylvania,CC
7941,Leanna Johnston,Distance,,,Fr., Immaculate Heart Academy,2014,womens-track-and-field,Columbia,Glen Rock,new jersey,CC
7942,Norina Khanzada,Jumps,,,Fr., Tenafly,2014,womens-track-and-field,Columbia,Cliffside Park,new jersey,BC
7943,Kate Kuwahara,Distance,,,Jr., West,2014,womens-track-and-field,Columbia,Salt Lake City,utah,BC
7944,Michelle Lee,Jumps,,,So., Northern Valley Regional,2014,womens-track-and-field,Columbia,Demarest,new jersey,CC
7945,Sydney Loder,Sprints/Jumps,,,Fr., Glenvar,2014,womens-track-and-field,Columbia,Salem,virginia,CC
7946,Kali Long,Sprints,,,Jr., Noble and Greenough,2014,womens-track-and-field,Columbia,Cambridge,massachusetts,BC
7947,Lailah Malone,Throws,,,Sr., Campbell,2014,womens-track-and-field,Columbia,Marietta,georgia,CC
7948,Aminah Martin,Sprints/Hurdles,,,So., St. John's College,2014,womens-track-and-field,Columbia,Washington,district of columbia,BC
7949,Jordan Mathis,Distance,,,Sr., Vandegrift,2014,womens-track-and-field,Columbia,Austin,texas,CC
7950,Eden Maxwell,,,,Fr.,,2014,womens-track-and-field,Columbia,,,
7951,Brigid McCabe,Distance,,,Jr.," Notre Dame (New York, N.Y.)",2014,womens-track-and-field,Columbia,Bayonne,new jersey,CC
